Customer_ID,custcare_Mean,new_cell,area,creditcd
1027420,15.66666667,Y,LOS ANGELES AREA,Y
1027444,0.333333333,U,ATLANTIC SOUTH AREA,N
1027447,0.0,U,MIDWEST AREA,Y
1027448,0.0,Y,DC-MARYLAND-VIRGINIA AREA,Y
1027458,0.0,U,MIDWEST AREA,Y
1027462,2.0,U,TENNESSEE AREA,Y
1027467,0.0,U,MIDWEST AREA,N
1027469,0.0,Y,HOUSTON AREA,Y
1027474,0.333333333,N,NORTH FLORIDA AREA,N
1027477,0.0,U,SOUTH FLORIDA AREA,Y
1027483,0.0,N,NORTH FLORIDA AREA,Y
1027492,0.0,U,LOS ANGELES AREA,Y
1027506,0.0,U,CENTRAL-SOUTH TEXAS AREA,Y
1027540,0.0,U,NEW YORK CITY AREA,Y
1027561,1.333333333,U,CENTRAL-SOUTH TEXAS AREA,Y
1027579,0.0,N,GREAT LAKES AREA,N
1027582,0.0,U,NEW ENGLAND AREA,Y
1027604,0.0,U,HOUSTON AREA,Y
1027607,0.0,U,NEW ENGLAND AREA,
1027609,0.0,U,SOUTHWEST AREA,N
1027614,0.666666667,U,CHICAGO AREA,Y
1027622,1.333333333,U,SOUTH FLORIDA AREA,Y
1027627,0.0,Y,DC-MARYLAND-VIRGINIA AREA,Y
1027628,0.0,U,MIDWEST AREA,Y
1027630,2.0,U,NEW YORK CITY AREA,Y
1027652,0.0,N,HOUSTON AREA,Y
1027658,0.0,U,DALLAS AREA,Y
1027667,0.0,U,SOUTHWEST AREA,Y
1027677,0.0,Y,SOUTHWEST AREA,Y
1027683,0.0,N,TENNESSEE AREA,N
1027688,2.333333333,U,MIDWEST AREA,N
1027692,0.0,U,SOUTHWEST AREA,Y
1027697,2.0,U,DALLAS AREA,N
1027715,0.0,U,ATLANTIC SOUTH AREA,Y
1027725,0.0,U,MIDWEST AREA,Y
1027744,0.0,U,NEW YORK CITY AREA,Y
1027752,0.333333333,U,NORTHWEST-ROCKY MOUNTAIN AREA,Y
1027755,1.0,U,DALLAS AREA,N
1027756,0.0,N,CENTRAL-SOUTH TEXAS AREA,Y
1027769,0.666666667,U,DC-MARYLAND-VIRGINIA AREA,N
1027781,2.0,N,TENNESSEE AREA,
1027787,0.0,U,CALIFORNIA NORTH AREA,Y
1027794,1.0,N,TENNESSEE AREA,Y
1027808,0.333333333,U,NORTH FLORIDA AREA,Y
1027818,16.0,U,DC-MARYLAND-VIRGINIA AREA,Y
1027823,0.0,U,OHIO AREA,Y
1027824,0.0,U,PHILADELPHIA AREA,N
1027826,0.0,U,SOUTH FLORIDA AREA,Y
1027829,6.0,U,NEW YORK CITY AREA,Y
1027850,0.666666667,U,LOS ANGELES AREA,Y
1027863,1.0,U,MIDWEST AREA,Y
1027873,6.0,N,CHICAGO AREA,Y
1027874,0.666666667,U,LOS ANGELES AREA,N
1027891,0.333333333,N,MIDWEST AREA,Y
1027897,0.0,Y,DC-MARYLAND-VIRGINIA AREA,Y
1027901,3.666666667,Y,SOUTHWEST AREA,Y
1027913,0.0,U,TENNESSEE AREA,N
1027927,2.666666667,Y,LOS ANGELES AREA,N
1027928,3.0,U,ATLANTIC SOUTH AREA,Y
1027945,0.0,Y,NORTHWEST-ROCKY MOUNTAIN AREA,Y
1027960,2.666666667,N,OHIO AREA,N
1027970,0.0,U,CENTRAL-SOUTH TEXAS AREA,Y
1028006,0.0,U,SOUTH FLORIDA AREA,Y
1028007,1.666666667,N,MIDWEST AREA,Y
1028013,0.333333333,Y,NORTHWEST-ROCKY MOUNTAIN AREA,N
1028044,0.0,U,NEW ENGLAND AREA,Y
1028045,1.333333333,U,ATLANTIC SOUTH AREA,Y
1028060,0.666666667,U,CALIFORNIA NORTH AREA,Y
1028075,1.333333333,Y,OHIO AREA,Y
1028079,3.333333333,U,CHICAGO AREA,Y
1028103,6.0,U,NORTH FLORIDA AREA,Y
1028123,4.666666667,Y,HOUSTON AREA,Y
1028172,0.0,U,DC-MARYLAND-VIRGINIA AREA,Y
1028179,0.333333333,U,PHILADELPHIA AREA,Y
1028198,0.0,U,ATLANTIC SOUTH AREA,Y
1028199,0.0,U,LOS ANGELES AREA,Y
1028202,0.0,U,PHILADELPHIA AREA,Y
1028208,2.666666667,U,TENNESSEE AREA,Y
1028216,0.0,U,HOUSTON AREA,Y
1028262,0.0,U,PHILADELPHIA AREA,Y
1028276,0.333333333,Y,NORTHWEST-ROCKY MOUNTAIN AREA,N
1028279,0.666666667,U,TENNESSEE AREA,N
1028280,0.0,Y,CALIFORNIA NORTH AREA,N
1028298,0.333333333,Y,DALLAS AREA,Y
1028303,0.0,Y,OHIO AREA,N
1028320,0.0,U,DC-MARYLAND-VIRGINIA AREA,Y
1028330,0.0,U,LOS ANGELES AREA,Y
1028331,0.0,U,NORTHWEST-ROCKY MOUNTAIN AREA,Y
1028363,0.0,U,HOUSTON AREA,Y
1028370,3.0,Y,SOUTHWEST AREA,Y
1028380,0.0,U,MIDWEST AREA,Y
1028386,0.0,Y,NEW YORK CITY AREA,Y
1028390,0.0,U,ATLANTIC SOUTH AREA,N
1028403,0.0,Y,DALLAS AREA,Y
1028412,0.333333333,Y,NORTH FLORIDA AREA,Y
1028432,0.0,U,NEW ENGLAND AREA,N
1028459,0.0,U,NEW YORK CITY AREA,Y
1028469,1.333333333,U,LOS ANGELES AREA,Y
1028502,6.0,U,LOS ANGELES AREA,Y
1028511,0.666666667,U,CHICAGO AREA,N
1028514,0.0,U,PHILADELPHIA AREA,Y
1028521,0.0,U,DC-MARYLAND-VIRGINIA AREA,Y
1028539,0.0,N,GREAT LAKES AREA,Y
1028551,0.0,Y,NEW ENGLAND AREA,Y
1028560,0.0,U,ATLANTIC SOUTH AREA,Y
1028569,3.333333333,U,LOS ANGELES AREA,N
1028577,4.666666667,U,ATLANTIC SOUTH AREA,Y
1028591,0.0,U,LOS ANGELES AREA,Y
1028595,3.333333333,U,NORTHWEST-ROCKY MOUNTAIN AREA,Y
1028602,3.333333333,U,OHIO AREA,Y
1028612,3.333333333,Y,DALLAS AREA,N
1028614,0.0,Y,DALLAS AREA,Y
1028623,0.666666667,N,LOS ANGELES AREA,Y
1028628,0.0,Y,HOUSTON AREA,Y
1028635,0.0,U,NEW YORK CITY AREA,Y
1028648,0.0,U,LOS ANGELES AREA,Y
1028649,0.0,U,DC-MARYLAND-VIRGINIA AREA,Y
1028666,3.333333333,N,DALLAS AREA,Y
1028674,4.333333333,N,DC-MARYLAND-VIRGINIA AREA,Y
1028700,0.0,Y,CENTRAL-SOUTH TEXAS AREA,Y
1028714,2.0,Y,NEW YORK CITY AREA,N
1028716,12.33333333,N,HOUSTON AREA,Y
1028720,0.0,Y,MIDWEST AREA,Y
1028724,6.333333333,U,GREAT LAKES AREA,Y
1028727,0.0,Y,NEW YORK CITY AREA,
1028737,0.0,Y,CENTRAL-SOUTH TEXAS AREA,Y
1028743,1.333333333,N,NORTH FLORIDA AREA,Y
1028748,1.333333333,Y,NEW YORK CITY AREA,Y
1028757,0.0,N,NEW YORK CITY AREA,N
1028759,0.0,Y,SOUTHWEST AREA,Y
1028772,0.0,Y,NEW YORK CITY AREA,Y
1028786,0.0,N,NEW YORK CITY AREA,N
1028794,0.0,U,CHICAGO AREA,Y
1028815,14.66666667,N,MIDWEST AREA,Y
1028818,0.0,U,LOS ANGELES AREA,Y
1028821,1.0,U,DALLAS AREA,Y
1028836,0.0,U,ATLANTIC SOUTH AREA,Y
1028857,3.666666667,N,ATLANTIC SOUTH AREA,Y
1028872,1.333333333,U,NEW ENGLAND AREA,Y
1028889,8.0,U,ATLANTIC SOUTH AREA,Y
1028893,0.0,U,DALLAS AREA,Y
1028925,0.0,U,MIDWEST AREA,Y
1028927,17.66666667,Y,OHIO AREA,Y
1028940,0.0,U,MIDWEST AREA,Y
1028983,0.0,U,NORTH FLORIDA AREA,Y
1028984,0.0,N,SOUTH FLORIDA AREA,Y
1028998,1.666666667,U,HOUSTON AREA,N
1028999,0.0,U,LOS ANGELES AREA,Y
1029004,12.66666667,U,DC-MARYLAND-VIRGINIA AREA,Y
1029024,0.0,U,LOS ANGELES AREA,Y
1029031,6.0,Y,NORTH FLORIDA AREA,Y
1029033,0.0,Y,MIDWEST AREA,Y
1029035,2.666666667,N,HOUSTON AREA,Y
1029040,0.0,Y,PHILADELPHIA AREA,Y
1029057,0.0,N,CENTRAL-SOUTH TEXAS AREA,Y
1029061,1.333333333,U,DC-MARYLAND-VIRGINIA AREA,Y
1029063,5.0,U,NORTHWEST-ROCKY MOUNTAIN AREA,Y
1029074,0.0,Y,SOUTH FLORIDA AREA,Y
1029084,0.666666667,U,GREAT LAKES AREA,Y
1029085,0.0,U,SOUTHWEST AREA,Y
1029086,0.0,U,TENNESSEE AREA,Y
1029090,0.0,Y,MIDWEST AREA,Y
1029091,0.0,N,MIDWEST AREA,Y
1029093,0.0,Y,HOUSTON AREA,Y
1029104,0.0,Y,CENTRAL-SOUTH TEXAS AREA,Y
1029111,3.0,U,DC-MARYLAND-VIRGINIA AREA,N
1029119,0.0,U,TENNESSEE AREA,Y
1029134,0.0,U,CHICAGO AREA,Y
1029138,0.0,U,DC-MARYLAND-VIRGINIA AREA,Y
1029141,0.0,Y,NEW YORK CITY AREA,Y
1029150,0.0,U,NORTH FLORIDA AREA,Y
1029181,0.0,N,PHILADELPHIA AREA,Y
1029183,1.333333333,U,NEW ENGLAND AREA,Y
1029187,18.0,U,HOUSTON AREA,Y
1029189,0.0,U,CALIFORNIA NORTH AREA,Y
1029191,0.0,N,SOUTHWEST AREA,N
1029193,1.0,U,OHIO AREA,Y
1029204,15.0,U,CENTRAL-SOUTH TEXAS AREA,N
1029215,0.0,U,CENTRAL-SOUTH TEXAS AREA,Y
1029227,2.0,U,LOS ANGELES AREA,Y
1029234,0.0,U,MIDWEST AREA,Y
1029274,0.0,U,GREAT LAKES AREA,N
1029288,0.666666667,U,LOS ANGELES AREA,Y
1029317,0.0,U,NORTH FLORIDA AREA,N
1029320,0.0,U,ATLANTIC SOUTH AREA,Y
1029323,5.333333333,U,LOS ANGELES AREA,Y
1029332,1.666666667,U,NEW YORK CITY AREA,Y
1029333,23.66666667,U,NEW YORK CITY AREA,N
1029338,0.0,Y,SOUTH FLORIDA AREA,N
1029342,0.0,U,PHILADELPHIA AREA,Y
1029366,0.0,U,DC-MARYLAND-VIRGINIA AREA,Y
1029368,0.0,U,HOUSTON AREA,Y
1029380,0.0,U,CALIFORNIA NORTH AREA,Y
1029415,0.0,Y,NORTH FLORIDA AREA,Y
1029429,0.0,U,LOS ANGELES AREA,Y
1029440,0.0,U,CHICAGO AREA,Y
1029441,3.0,Y,CALIFORNIA NORTH AREA,N
1029446,1.0,Y,CENTRAL-SOUTH TEXAS AREA,Y
1029447,6.0,Y,CALIFORNIA NORTH AREA,Y
1029451,0.666666667,U,SOUTHWEST AREA,N
1029453,0.0,U,SOUTHWEST AREA,N
1029454,0.0,U,CENTRAL-SOUTH TEXAS AREA,Y
1029455,0.0,U,HOUSTON AREA,Y
1029461,0.0,U,CALIFORNIA NORTH AREA,Y
1029483,0.333333333,U,CALIFORNIA NORTH AREA,Y
1029484,1.0,N,NEW YORK CITY AREA,Y
1029490,0.0,U,NEW YORK CITY AREA,N
1029492,0.0,U,SOUTHWEST AREA,Y
1029496,0.0,U,CALIFORNIA NORTH AREA,Y
1029517,0.0,U,LOS ANGELES AREA,Y
1029522,0.0,U,NORTHWEST-ROCKY MOUNTAIN AREA,Y
1029524,0.333333333,U,LOS ANGELES AREA,
1029529,0.333333333,U,MIDWEST AREA,N
1029531,0.666666667,U,DALLAS AREA,Y
1029533,0.0,N,TENNESSEE AREA,Y
1029534,0.333333333,N,LOS ANGELES AREA,Y
1029570,0.0,Y,NEW ENGLAND AREA,Y
1029572,0.0,U,ATLANTIC SOUTH AREA,N
1029587,0.0,N,CENTRAL-SOUTH TEXAS AREA,Y
1029595,3.333333333,U,CENTRAL-SOUTH TEXAS AREA,Y
1029605,4.666666667,Y,CENTRAL-SOUTH TEXAS AREA,Y
1029607,0.666666667,U,MIDWEST AREA,N
1029617,0.0,U,NORTHWEST-ROCKY MOUNTAIN AREA,Y
1029622,0.666666667,N,CENTRAL-SOUTH TEXAS AREA,Y
1029625,1.666666667,U,LOS ANGELES AREA,Y
1029637,0.333333333,U,PHILADELPHIA AREA,Y
1029640,0.0,U,LOS ANGELES AREA,Y
1029644,0.0,U,CALIFORNIA NORTH AREA,Y
1029674,0.0,U,LOS ANGELES AREA,Y
1029681,18.0,U,LOS ANGELES AREA,N
1029689,0.0,Y,DC-MARYLAND-VIRGINIA AREA,N
1029697,0.0,Y,OHIO AREA,Y
1029703,0.333333333,U,CALIFORNIA NORTH AREA,Y
1029711,0.333333333,N,NEW YORK CITY AREA,Y
1029712,8.666666667,Y,SOUTHWEST AREA,Y
1029736,1.0,U,MIDWEST AREA,Y
1029760,0.0,Y,CALIFORNIA NORTH AREA,Y
1029763,0.0,U,PHILADELPHIA AREA,Y
1029764,0.0,Y,MIDWEST AREA,Y
1029772,0.0,U,CHICAGO AREA,Y
1029780,0.0,U,GREAT LAKES AREA,Y
1029785,25.0,U,CHICAGO AREA,N
1029790,0.333333333,U,CHICAGO AREA,Y
1029811,0.333333333,U,OHIO AREA,Y
1029816,2.333333333,Y,SOUTH FLORIDA AREA,Y
1029821,0.333333333,N,DC-MARYLAND-VIRGINIA AREA,Y
1029831,0.0,U,NEW ENGLAND AREA,Y
1029851,1.666666667,U,CHICAGO AREA,N
1029856,0.333333333,U,LOS ANGELES AREA,N
1029912,1.666666667,U,CALIFORNIA NORTH AREA,Y
1029917,0.0,Y,TENNESSEE AREA,Y
1029923,0.0,Y,CALIFORNIA NORTH AREA,Y
1029940,0.0,N,CALIFORNIA NORTH AREA,Y
1029968,0.0,Y,SOUTH FLORIDA AREA,Y
1029972,4.666666667,U,NORTHWEST-ROCKY MOUNTAIN AREA,Y
1029989,2.0,U,CHICAGO AREA,Y
1030002,0.0,U,SOUTH FLORIDA AREA,Y
1030015,0.0,U,MIDWEST AREA,Y
1030016,0.0,U,NEW ENGLAND AREA,Y
1030017,0.0,U,CHICAGO AREA,N
1030027,0.0,U,CALIFORNIA NORTH AREA,N
1030037,0.0,Y,MIDWEST AREA,Y
1030057,18.33333333,Y,NEW YORK CITY AREA,Y
1030082,0.0,U,GREAT LAKES AREA,Y
1030092,0.0,U,DC-MARYLAND-VIRGINIA AREA,Y
1030093,0.0,U,CHICAGO AREA,Y
1030103,3.666666667,N,NEW YORK CITY AREA,N
1030111,1.666666667,N,DALLAS AREA,Y
1030114,5.666666667,U,LOS ANGELES AREA,Y
1030127,0.0,N,TENNESSEE AREA,Y
1030136,1.0,N,NEW YORK CITY AREA,N
1030157,0.0,U,OHIO AREA,Y
1030161,7.333333333,U,LOS ANGELES AREA,N
1030162,0.0,Y,ATLANTIC SOUTH AREA,Y
1030171,0.0,U,SOUTHWEST AREA,Y
1030182,0.0,U,NEW YORK CITY AREA,N
1030191,0.0,Y,NEW YORK CITY AREA,Y
1030195,0.0,U,GREAT LAKES AREA,N
1030198,3.0,Y,CENTRAL-SOUTH TEXAS AREA,Y
1030228,0.0,U,ATLANTIC SOUTH AREA,Y
1030241,0.0,U,NORTHWEST-ROCKY MOUNTAIN AREA,Y
1030263,3.0,Y,OHIO AREA,
1030274,0.0,U,HOUSTON AREA,Y
1030277,0.0,U,NEW YORK CITY AREA,N
1030293,0.0,U,MIDWEST AREA,N
1030310,0.0,U,NORTHWEST-ROCKY MOUNTAIN AREA,Y
1030321,2.0,U,CALIFORNIA NORTH AREA,Y
1030330,4.0,U,OHIO AREA,Y
1030337,0.0,U,CENTRAL-SOUTH TEXAS AREA,Y
1030345,0.0,Y,OHIO AREA,Y
1030346,2.333333333,U,DC-MARYLAND-VIRGINIA AREA,Y
1030359,0.0,U,NORTH FLORIDA AREA,Y
1030361,0.0,U,PHILADELPHIA AREA,Y
1030375,2.333333333,U,ATLANTIC SOUTH AREA,Y
1030376,0.0,N,DALLAS AREA,Y
1030379,0.0,U,DC-MARYLAND-VIRGINIA AREA,Y
1030391,0.0,U,NEW YORK CITY AREA,Y
1030396,1.666666667,N,HOUSTON AREA,Y
1030403,0.0,Y,SOUTH FLORIDA AREA,Y
1030419,0.0,U,MIDWEST AREA,Y
1030437,0.0,U,NORTH FLORIDA AREA,Y
1030440,2.666666667,U,MIDWEST AREA,Y
1030445,0.0,Y,NEW ENGLAND AREA,Y
1030451,0.0,U,DC-MARYLAND-VIRGINIA AREA,Y
1030456,0.333333333,Y,MIDWEST AREA,Y
1030459,2.666666667,Y,CHICAGO AREA,Y
1030465,0.0,N,OHIO AREA,Y
1030474,5.0,U,TENNESSEE AREA,Y
1030490,0.666666667,Y,NEW YORK CITY AREA,Y
1030502,0.666666667,Y,CHICAGO AREA,Y
1030506,6.333333333,U,CHICAGO AREA,N
1030522,2.666666667,U,ATLANTIC SOUTH AREA,Y
1030527,0.0,U,LOS ANGELES AREA,Y
1030534,1.0,U,OHIO AREA,Y
1030545,0.0,Y,DALLAS AREA,Y
1030546,0.0,U,LOS ANGELES AREA,N
1030550,0.0,U,SOUTHWEST AREA,Y
1030572,1.0,N,NORTH FLORIDA AREA,N
1030614,0.0,U,ATLANTIC SOUTH AREA,Y
1030622,0.0,Y,SOUTHWEST AREA,N
1030630,0.0,U,CHICAGO AREA,N
1030631,0.0,U,NORTHWEST-ROCKY MOUNTAIN AREA,Y
1030637,0.0,U,MIDWEST AREA,Y
1030639,0.0,U,NEW YORK CITY AREA,Y
1030644,0.333333333,U,NEW ENGLAND AREA,Y
1030676,16.0,U,DC-MARYLAND-VIRGINIA AREA,N
1030682,0.0,U,ATLANTIC SOUTH AREA,Y
1030683,0.0,U,NORTH FLORIDA AREA,N
1030695,2.0,N,SOUTH FLORIDA AREA,N
1030697,0.0,U,ATLANTIC SOUTH AREA,Y
1030699,9.0,N,NEW YORK CITY AREA,Y
1030705,0.0,U,NEW YORK CITY AREA,Y
1030708,1.333333333,Y,CENTRAL-SOUTH TEXAS AREA,N
1030731,4.0,U,NEW ENGLAND AREA,Y
1030753,0.0,U,SOUTH FLORIDA AREA,Y
1030786,0.0,U,SOUTH FLORIDA AREA,N
1030803,0.0,Y,DALLAS AREA,Y
1030822,0.0,U,DC-MARYLAND-VIRGINIA AREA,Y
1030823,0.0,U,DC-MARYLAND-VIRGINIA AREA,Y
1030874,0.0,U,DALLAS AREA,Y
1030891,0.0,U,SOUTH FLORIDA AREA,Y
1030895,1.0,U,OHIO AREA,N
1030927,0.333333333,U,ATLANTIC SOUTH AREA,Y
1030928,6.333333333,U,NEW ENGLAND AREA,Y
1030940,6.333333333,U,LOS ANGELES AREA,N
1030958,0.666666667,Y,GREAT LAKES AREA,Y
1030959,0.0,N,CALIFORNIA NORTH AREA,Y
1030970,3.333333333,U,GREAT LAKES AREA,Y
1030996,0.666666667,U,NEW YORK CITY AREA,Y
1031002,0.0,U,OHIO AREA,Y
1031008,4.333333333,U,DC-MARYLAND-VIRGINIA AREA,N
1031023,0.0,Y,DALLAS AREA,Y
1031024,0.0,U,MIDWEST AREA,N
1031028,0.0,U,OHIO AREA,N
1031037,0.0,U,NEW YORK CITY AREA,Y
1031044,0.0,U,CALIFORNIA NORTH AREA,Y
1031052,10.66666667,U,LOS ANGELES AREA,Y
1031053,0.0,N,TENNESSEE AREA,Y
1031067,5.0,U,CENTRAL-SOUTH TEXAS AREA,Y
1031092,0.0,U,NEW YORK CITY AREA,Y
1031096,0.0,U,NORTHWEST-ROCKY MOUNTAIN AREA,Y
1031106,5.666666667,U,NORTHWEST-ROCKY MOUNTAIN AREA,Y
1031112,0.0,U,OHIO AREA,Y
1031125,0.333333333,U,ATLANTIC SOUTH AREA,N
1031126,1.666666667,U,MIDWEST AREA,Y
1031135,0.0,N,NORTHWEST-ROCKY MOUNTAIN AREA,N
1031145,0.0,U,NEW ENGLAND AREA,N
1031169,0.0,U,NEW ENGLAND AREA,Y
1031170,0.0,U,GREAT LAKES AREA,Y
1031172,0.0,U,HOUSTON AREA,Y
1031183,0.0,U,LOS ANGELES AREA,Y
1031185,0.0,Y,SOUTHWEST AREA,N
1031188,0.0,U,CALIFORNIA NORTH AREA,Y
1031194,0.0,U,MIDWEST AREA,N
1031208,0.0,U,OHIO AREA,N
1031213,10.0,U,NEW ENGLAND AREA,Y
1031214,0.0,N,SOUTH FLORIDA AREA,Y
1031247,0.0,U,DALLAS AREA,Y
1031251,0.0,U,NORTH FLORIDA AREA,Y
1031253,5.333333333,U,NEW YORK CITY AREA,Y
1031258,0.333333333,N,GREAT LAKES AREA,
1031261,1.0,Y,PHILADELPHIA AREA,Y
1031269,0.0,U,SOUTHWEST AREA,Y
1031270,0.0,U,LOS ANGELES AREA,Y
1031279,0.0,U,NORTHWEST-ROCKY MOUNTAIN AREA,Y
1031281,1.0,U,LOS ANGELES AREA,Y
1031292,1.666666667,Y,OHIO AREA,N
1031297,0.666666667,U,NORTH FLORIDA AREA,Y
1031323,0.0,U,CHICAGO AREA,Y
1031353,0.666666667,U,DC-MARYLAND-VIRGINIA AREA,Y
1031357,3.333333333,U,NEW YORK CITY AREA,Y
1031363,0.0,U,CHICAGO AREA,N
1031370,1.0,U,NEW YORK CITY AREA,Y
1031375,0.666666667,N,NEW YORK CITY AREA,N
1031378,5.333333333,U,PHILADELPHIA AREA,Y
1031425,0.0,U,SOUTHWEST AREA,N
1031438,0.0,U,NEW ENGLAND AREA,Y
1031449,0.0,U,GREAT LAKES AREA,Y
1031476,0.0,U,PHILADELPHIA AREA,Y
1031482,0.333333333,N,DALLAS AREA,Y
1031489,0.0,U,SOUTH FLORIDA AREA,Y
1031493,0.0,U,SOUTHWEST AREA,Y
1031519,6.333333333,U,PHILADELPHIA AREA,Y
1031526,3.0,U,MIDWEST AREA,Y
1031548,0.0,Y,NEW YORK CITY AREA,N
1031557,0.0,U,DC-MARYLAND-VIRGINIA AREA,Y
1031579,2.666666667,N,ATLANTIC SOUTH AREA,Y
1031586,0.0,U,PHILADELPHIA AREA,Y
1031591,6.666666667,Y,SOUTH FLORIDA AREA,Y
1031618,0.0,U,LOS ANGELES AREA,Y
1031644,1.0,N,NEW YORK CITY AREA,Y
1031653,12.0,Y,DC-MARYLAND-VIRGINIA AREA,Y
1031679,0.0,U,MIDWEST AREA,Y
1031691,0.666666667,U,MIDWEST AREA,Y
1031693,0.0,U,OHIO AREA,Y
1031705,3.0,U,NEW YORK CITY AREA,Y
1031710,3.0,Y,MIDWEST AREA,N
1031711,0.666666667,U,CHICAGO AREA,N
1031712,1.0,U,DALLAS AREA,Y
1031740,0.0,U,NORTH FLORIDA AREA,N
1031767,0.0,U,OHIO AREA,Y
1031774,0.0,Y,MIDWEST AREA,Y
1031777,0.0,N,NEW YORK CITY AREA,Y
1031780,12.0,U,OHIO AREA,Y
1031788,0.666666667,U,CALIFORNIA NORTH AREA,Y
1031791,0.0,U,SOUTHWEST AREA,Y
1031801,0.0,U,NORTHWEST-ROCKY MOUNTAIN AREA,Y
1031807,0.0,U,GREAT LAKES AREA,Y
1031810,3.0,U,SOUTHWEST AREA,N
1031812,0.333333333,U,NEW YORK CITY AREA,Y
1031829,0.666666667,U,CALIFORNIA NORTH AREA,N
1031838,0.0,Y,MIDWEST AREA,Y
1031847,0.0,U,HOUSTON AREA,Y
1031859,11.0,Y,NEW YORK CITY AREA,N
1031873,0.0,N,NORTH FLORIDA AREA,Y
1031882,0.0,N,HOUSTON AREA,Y
1031932,0.0,U,LOS ANGELES AREA,N
1031935,0.0,Y,NEW YORK CITY AREA,N
1031939,3.0,U,LOS ANGELES AREA,N
1031945,4.333333333,U,DC-MARYLAND-VIRGINIA AREA,N
1031947,3.0,U,SOUTH FLORIDA AREA,Y
1031972,0.0,U,MIDWEST AREA,Y
1031977,0.0,U,NEW ENGLAND AREA,Y
1031985,0.0,U,OHIO AREA,Y
1031994,2.0,U,DC-MARYLAND-VIRGINIA AREA,Y
1032000,0.0,U,GREAT LAKES AREA,Y
1032006,2.333333333,N,DC-MARYLAND-VIRGINIA AREA,N
1032031,2.333333333,U,TENNESSEE AREA,Y
1032040,0.0,U,NORTH FLORIDA AREA,N
1032046,0.0,U,DALLAS AREA,Y
1032064,5.0,U,CALIFORNIA NORTH AREA,Y
1032085,3.0,U,OHIO AREA,N
1032088,0.666666667,N,CHICAGO AREA,N
1032102,0.0,U,DALLAS AREA,Y
1032121,0.0,U,LOS ANGELES AREA,Y
1032137,0.0,U,CENTRAL-SOUTH TEXAS AREA,Y
1032142,0.333333333,U,NEW ENGLAND AREA,Y
1032164,0.0,Y,DC-MARYLAND-VIRGINIA AREA,Y
1032166,1.0,N,NEW YORK CITY AREA,Y
1032183,2.0,U,HOUSTON AREA,Y
1032186,0.0,U,SOUTHWEST AREA,Y
1032204,0.333333333,U,NEW YORK CITY AREA,N
1032218,0.0,U,ATLANTIC SOUTH AREA,Y
1032223,0.333333333,U,NEW YORK CITY AREA,Y
1032228,0.0,U,GREAT LAKES AREA,Y
1032236,4.333333333,Y,LOS ANGELES AREA,Y
1032256,6.0,Y,SOUTH FLORIDA AREA,Y
1032259,2.333333333,U,NEW ENGLAND AREA,Y
1032262,2.333333333,U,NEW ENGLAND AREA,Y
1032266,3.333333333,Y,NEW YORK CITY AREA,Y
1032319,5.666666667,U,CHICAGO AREA,N
1032330,4.333333333,N,NORTHWEST-ROCKY MOUNTAIN AREA,Y
1032332,0.0,U,CALIFORNIA NORTH AREA,Y
1032342,0.0,U,NORTHWEST-ROCKY MOUNTAIN AREA,Y
1032345,7.0,U,CHICAGO AREA,N
1032349,0.0,U,CHICAGO AREA,Y
1032357,4.666666667,U,NORTH FLORIDA AREA,N
1032386,0.0,Y,LOS ANGELES AREA,Y
1032390,0.0,U,NORTHWEST-ROCKY MOUNTAIN AREA,N
1032412,0.333333333,N,OHIO AREA,Y
1032473,0.0,Y,GREAT LAKES AREA,N
1032486,0.0,U,PHILADELPHIA AREA,Y
1032487,0.0,U,PHILADELPHIA AREA,Y
1032489,6.666666667,U,GREAT LAKES AREA,Y
1032490,0.0,N,PHILADELPHIA AREA,Y
1032495,0.666666667,U,NEW ENGLAND AREA,N
1032498,0.0,U,NEW ENGLAND AREA,Y
1032499,0.0,U,TENNESSEE AREA,Y
1032504,0.0,Y,SOUTH FLORIDA AREA,Y
1032517,0.0,N,NEW ENGLAND AREA,Y
1032524,0.0,U,SOUTHWEST AREA,Y
1032525,7.666666667,N,NEW YORK CITY AREA,Y
1032528,1.0,Y,OHIO AREA,Y
1032529,0.0,U,OHIO AREA,Y
1032533,1.0,U,HOUSTON AREA,Y
1032537,6.666666667,U,NEW YORK CITY AREA,Y
1032539,0.0,U,NORTHWEST-ROCKY MOUNTAIN AREA,Y
1032541,1.333333333,U,GREAT LAKES AREA,Y
1032545,0.0,N,CENTRAL-SOUTH TEXAS AREA,N
1032551,1.333333333,N,NORTH FLORIDA AREA,Y
1032554,0.0,Y,LOS ANGELES AREA,Y
1032582,1.0,Y,ATLANTIC SOUTH AREA,Y
1032589,9.666666667,U,NEW YORK CITY AREA,Y
1032592,0.0,U,PHILADELPHIA AREA,Y
1032619,0.0,U,MIDWEST AREA,Y
1032623,0.666666667,Y,NORTHWEST-ROCKY MOUNTAIN AREA,Y
1032642,0.0,U,MIDWEST AREA,Y
1032650,1.666666667,U,LOS ANGELES AREA,Y
1032662,0.333333333,U,NEW YORK CITY AREA,Y
1032664,0.333333333,U,CALIFORNIA NORTH AREA,Y
1032665,2.0,U,SOUTHWEST AREA,Y
1032670,0.0,U,CHICAGO AREA,Y
1032706,0.0,U,NEW ENGLAND AREA,Y
1032708,0.0,N,HOUSTON AREA,Y
